first call	mean	std
org.springframework.web.util.HierarchicalUriComponents$FullPathComponent.expand(org.springframework.web.util.UriComponents$UriTemplateVariables,java.util.function.UnaryOperator)	0.1761904762	0.03538579086
org.springframework.web.util.HierarchicalUriComponents$Type$7.isAllowed(int)	0.1746031746	0.03064519936
reactor.ipc.netty.ByteBufFlux.fromInbound(org.reactivestreams.Publisher,io.netty.buffer.ByteBufAllocator)	0.1742857143	0.02641033262
org.springframework.core.codec.AbstractDecoder.lambda$canDecode$0(org.springframework.util.MimeType,org.springframework.util.MimeType)	0.1723809524	0.03499271061
org.springframework.http.HttpHeaders.getFirst(java.lang.String)	0.1706349206	0.02855643345
org.springframework.web.reactive.function.client.DefaultClientResponse$1.messageReaders()	0.1704761905	0.02590756287
org.springframework.web.util.HierarchicalUriComponents$Type$7.isAllowed(int)	0.1696825397	0.03491341917
org.springframework.http.HttpStatus.valueOf(int)	0.169047619	0.05482191329
org.springframework.core.codec.AbstractDecoder.lambda$canDecode$0(org.springframework.util.MimeType,org.springframework.util.MimeType)	0.1658730159	0.02585889185
org.springframework.core.io.buffer.DataBufferUtils.release(org.springframework.core.io.buffer.DataBuffer)	0.1649206349	0.02611774413
org.springframework.web.util.HierarchicalUriComponents$Type$7.isAllowed(int)	0.1622222222	0.02560037478
org.springframework.core.ResolvableType.hasGenerics()	0.1617460317	0.02591436952
org.springframework.web.util.HierarchicalUriComponents$Type$7.isAllowed(int)	0.1614285714	0.0230841898
org.springframework.core.codec.AbstractDecoder.lambda$canDecode$0(org.springframework.util.MimeType,org.springframework.util.MimeType)	0.1611111111	0.02582671873
org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.1584126984	0.02939637971
org.springframework.core.ResolvableType.hasGenerics()	0.156984127	0.02368007136
org.springframework.http.HttpStatus$Series.valueOf(org.springframework.http.HttpStatus)	0.1568253968	0.02474154637
org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.1519047619	0.02499886619
org.springframework.http.codec.DecoderHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.1512698413	0.02491203977
reactor.ipc.netty.NettyOutbound.alloc()	0.1422222222	0.05316773232
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.1415873016	0.02812705579
org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.ResolvableType$VariableResolver)	0.1395238095	0.02103878289
org.springframework.util.ClassUtils.isAssignable(java.lang.Class,java.lang.Class)	0.139047619	0.01981776385
org.springframework.web.util.UriComponentsBuilder$FullPathComponentBuilder.cloneBuilder()	0.1371428571	0.02379999809
org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.1365079365	0.02795453964
reactor.ipc.netty.resources.LoopResources.preferNative()	0.1355555556	0.0268905942
org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.1350793651	0.02531534549
org.springframework.core.ResolvableType.getGenerics()	0.1342857143	0.0302746311
org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.ResolvableType$VariableResolver)	0.1338095238	0.0272803535
reactor.ipc.netty.options.InetSocketAddressUtil.createForIpString(java.lang.String,int)	0.1326984127	0.0250210292
org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.1317460317	0.02433494336
org.springframework.core.codec.StringDecoder.getCharset(org.springframework.util.MimeType)	0.1317460317	0.01864792278
org.springframework.web.util.HierarchicalUriComponents$Type.isPchar(int)	0.13	0.02429971585
org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.1298412698	0.02299013339
org.springframework.http.HttpHeaders.entrySet()	0.1284126984	0.0219093623
reactor.ipc.netty.resources.LoopResources.preferNative()	0.1280952381	0.02467934956
org.springframework.util.MimeType.isCompatibleWith(org.springframework.util.MimeType)	0.1280952381	0.01917812435
org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.1277777778	0.0184687161
org.springframework.util.MimeType.isCompatibleWith(org.springframework.util.MimeType)	0.1274603175	0.02861724721
org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.1273015873	0.02276214828
org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.1247619048	0.02356060357
org.springframework.web.util.HierarchicalUriComponents$Type.isPchar(int)	0.123968254	0.02722858457
org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.1228571429	0.0468509481
org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.1226984127	0.02176398286
reactor.ipc.netty.http.client.MonoHttpClientResponse$ReconnectableBridge.accept(java.lang.Object)	0.1222222222	0.02119032757
reactor.ipc.netty.http.Cookies.newClientResponseHolder(io.netty.handler.codec.http.HttpHeaders)	0.1222222222	0.02235673574
org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.1217460317	0.01931687991
org.springframework.core.ResolvableType.getGenerics()	0.1204761905	0.01577908717
org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.12	0.02410295378
org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.12	0.02253744679
org.springframework.util.MimeType.isCompatibleWith(org.springframework.util.MimeType)	0.12	0.02015810523
org.springframework.core.ResolvableType.getGenerics()	0.119047619	0.02037071394
org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.ResolvableType$VariableResolver)	0.1184126984	0.02169092775
org.springframework.web.util.HierarchicalUriComponents$Type.isPchar(int)	0.1182539683	0.02004278618
org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.1179365079	0.01920306938
org.springframework.web.util.HierarchicalUriComponents$Type$1.isAllowed(int)	0.1177777778	0.01578068384
org.springframework.web.util.HierarchicalUriComponents$Type.isPchar(int)	0.1174603175	0.0179919077
org.springframework.util.MimeType.isCompatibleWith(org.springframework.util.MimeType)	0.1166666667	0.01868706369
org.springframework.core.ResolvableType.isArray()	0.1165079365	0.0208668287
org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.116031746	0.01608900665
org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.1153968254	0.01640996569
org.springframework.core.ResolvableType.getGenerics()	0.1150793651	0.01753662977
org.springframework.util.Assert.isInstanceOf(java.lang.Class,java.lang.Object,java.lang.String)	0.1149206349	0.02061537536
org.springframework.util.LinkedMultiValueMap.addAll(org.springframework.util.MultiValueMap)	0.1093650794	0.0222448864
org.springframework.web.reactive.function.client.ExchangeFunctions$DefaultExchangeFunction.lambda$exchange$1(org.reactivestreams.Subscription)	0.1053968254	0.01867222679
reactor.ipc.netty.resources.DefaultLoopEpoll.hasEpoll()	0.1044444444	0.01137775298
org.springframework.core.io.buffer.NettyDataBuffer.factory()	0.1036507937	0.01896543115
reactor.ipc.netty.resources.DefaultLoopKQueue.hasKQueue()	0.1033333333	0.01259881577
org.springframework.web.reactive.function.BodyInserters.empty()	0.103015873	0.0164880833
org.springframework.http.HttpStatus$Series.valueOf(int)	0.1025396825	0.01807991554
org.springframework.core.codec.ResourceDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.1022222222	0.01897738374
reactor.ipc.netty.options.NettyOptions.onChannelInit()	0.1014285714	0.1715740124
reactor.ipc.netty.options.NettyOptions.get()	0.1004761905	0.01350233036
reactor.ipc.netty.options.ClientOptions.useProxy(java.net.SocketAddress)	0.09984126984	0.1319631029
reactor.ipc.netty.resources.DefaultPoolResources$SocketAddressHolder.hashCode()	0.09984126984	0.02400344311
org.springframework.http.HttpStatus.resolve(int)	0.09968253968	0.020776074
org.springframework.core.ResolvableType.equals(java.lang.Object)	0.09952380952	0.02050385728
org.springframework.http.HttpMethod.values()	0.09936507937	0.01859108985
org.springframework.util.LinkedMultiValueMap.putAll(java.util.Map)	0.09761904762	0.02121053091
org.springframework.core.io.buffer.NettyDataBuffer.release()	0.0953968254	0.01499475007
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.09333333333	0.01808270242
org.springframework.http.codec.ServerSentEventHttpMessageReader.isServerSentEvent(org.springframework.core.ResolvableType)	0.09333333333	0.01642684601
org.springframework.util.CollectionUtils$MultiValueMapAdapter.entrySet()	0.09317460317	0.01669762808
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.0926984127	0.01993691234
reactor.ipc.netty.resources.ColocatedEventLoopGroup.get()	0.09253968254	0.01999748031
org.springframework.core.ResolvableType.getType()	0.09142857143	0.01641303613
org.springframework.core.SerializableTypeWrapper.forTypeProvider(org.springframework.core.SerializableTypeWrapper$TypeProvider)	0.09063492063	0.01067157861
org.springframework.http.HttpHeaders.isEmpty()	0.09031746032	0.01532383287
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.08936507937	0.02053823503
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.08857142857	0.02151833053
reactor.ipc.netty.ByteBufFlux.lambda$static$7(java.lang.Object)	0.08857142857	0.02107109228
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.08698412698	0.01410109988
org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.SerializableTypeWrapper$TypeProvider,org.springframework.core.ResolvableType$VariableResolver)	0.08666666667	0.01825741858
org.springframework.http.HttpHeaders.entrySet()	0.08587301587	0.01508020048
reactor.ipc.netty.options.NettyOptions.afterChannelInit()	0.08571428571	0.01150766283
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.08571428571	0.01668706235
org.springframework.web.util.UriComponentsBuilder$FullPathComponentBuilder.cloneBuilder()	0.08555555556	0.01422916497
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.08555555556	0.01422916497
reactor.ipc.netty.http.client.HttpClientOptions.acceptGzip()	0.0846031746	0.01698041793
org.springframework.util.MimeType.getCharset()	0.0846031746	0.0125767986
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.08444444444	0.01788657187
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.08396825397	0.01538290976
org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.SerializableTypeWrapper$TypeProvider,org.springframework.core.ResolvableType$VariableResolver)	0.08317460317	0.01698041793
org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.08301587302	0.01599949609
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0826984127	0.01115637041
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.08238095238	0.01590789818
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0819047619	0.01179953495
org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.0819047619	0.02315284911
org.springframework.http.HttpHeaders.size()	0.08142857143	0.01283066056
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.08063492063	0.0169848687
org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.08015873016	0.01647432476
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.07952380952	0.01187615611
org.springframework.web.util.HierarchicalUriComponents.getQuery()	0.07936507937	0.01499979004
org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.07920634921	0.01483256684
org.springframework.util.CollectionUtils.toMultiValueMap(java.util.Map)	0.07825396825	0.01507017264
org.springframework.util.MimeType.isWildcardType()	0.07825396825	0.01189099733
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.07825396825	0.01327842056
org.springframework.http.HttpHeaders.entrySet()	0.0780952381	0.01295378144
org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.07793650794	0.01554907542
org.springframework.util.CollectionUtils.toMultiValueMap(java.util.Map)	0.07777777778	0.01302554809
org.springframework.web.util.HierarchicalUriComponents$Type$1.isAllowed(int)	0.07777777778	0.01547598697
org.springframework.util.MimeType.isWildcardType()	0.07777777778	0.01314684396
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.07761904762	0.0138832188
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.07714285714	0.01587936381
org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.07682539683	0.01832903818
org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.07682539683	0.01735030276
org.springframework.util.MimeType.isWildcardType()	0.07682539683	0.01551501033
org.springframework.util.CollectionUtils.toMultiValueMap(java.util.Map)	0.07666666667	0.01168366109
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.07666666667	0.01745743122
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.07666666667	0.0142539329
org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.07666666667	0.01671421788
org.springframework.util.MimeType.isWildcardType()	0.07603174603	0.01397726982
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.07603174603	0.01106111199
org.springframework.util.MimeType.isWildcardType()	0.07587301587	0.01569904664
org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.07587301587	0.01579983129
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.07571428571	0.01204677204
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.07555555556	0.01788657187
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.0753968254	0.0148885166
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.0753968254	0.0148885166
org.springframework.core.ResolvableType.getType()	0.0753968254	0.01725857476
org.springframework.util.CollectionUtils.toMultiValueMap(java.util.Map)	0.07523809524	0.01531231923
org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.07523809524	0.01270634673
org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.SerializableTypeWrapper$TypeProvider,org.springframework.core.ResolvableType$VariableResolver)	0.07523809524	0.01401327521
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.07507936508	0.01412787584
org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.07507936508	0.01245601988
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.07492063492	0.01950767174
org.springframework.util.MimeType.isWildcardType()	0.07492063492	0.0133182076
org.springframework.core.io.buffer.NettyDataBuffer.asByteBuffer()	0.07492063492	0.01139103182
org.springframework.web.util.HierarchicalUriComponents.getPath()	0.07476190476	0.01434906588
org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.0746031746	0.01400967883
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.07396825397	0.01453399764
org.springframework.web.util.HierarchicalUriComponents$Type$1.isAllowed(int)	0.07365079365	0.01525462067
org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.07365079365	0.0107351355
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.07349206349	0.01129105984
org.springframework.util.MimeType.isWildcardType()	0.07333333333	0.01168366109
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.07317460317	0.01152297867
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.07317460317	0.01343123543
org.springframework.core.ResolvableType.getType()	0.07317460317	0.01660229443
org.springframework.util.MimeType.isWildcardType()	0.07285714286	0.01214052265
org.springframework.http.HttpStatus$Series.valueOf(int)	0.07285714286	0.01302361365
reactor.ipc.netty.resources.ColocatedEventLoopGroup.next()	0.0726984127	0.01086809065
org.springframework.util.MimeType.isWildcardType()	0.0726984127	0.01503502252
org.springframework.web.util.HierarchicalUriComponents$Type$1.isAllowed(int)	0.07238095238	0.01019092122
org.springframework.core.ResolvableType.getSuperType()	0.07238095238	0.01243577605
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.0719047619	0.01124858268
org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.07142857143	0.01219642712
org.springframework.core.ResolvableType.getType()	0.07126984127	0.009838709344
org.springframework.core.ResolvableType.getType()	0.07063492063	0.01096502606
org.springframework.core.ResolvableType.getType()	0.07015873016	0.01061476413
org.springframework.web.reactive.function.client.DefaultClientRequestBuilder.attributes(java.util.function.Consumer)	0.06714285714	0.01567816917
reactor.ipc.netty.options.InetSocketAddressUtil.attemptParsingIpString(java.lang.String)	0.06428571429	0.008857654875
org.springframework.http.client.reactive.ReactorClientHttpConnector.adaptHttpMethod(org.springframework.http.HttpMethod)	0.06396825397	0.0152793753
org.springframework.util.CollectionUtils$MultiValueMapAdapter.entrySet()	0.05888888889	0.01298486434
org.springframework.http.client.reactive.AbstractClientHttpRequest.getHeaders()	0.05825396825	0.0130371487
reactor.ipc.netty.tcp.TcpClient.lambda$static$3(io.netty.channel.socket.SocketChannel,reactor.ipc.netty.channel.ContextHandler,java.lang.Object)	0.05603174603	0.00917894114
org.springframework.web.util.HierarchicalUriComponents$EncodeState.isEncoded()	0.05555555556	0.01035524218
reactor.ipc.netty.ReactorNetty$OutboundThen.then()	0.05507936508	0.01467889273
reactor.ipc.netty.http.client.HttpClientOptions.isSecure(java.net.URI)	0.05444444444	0.007512482264
org.springframework.web.reactive.function.BodyExtractors.cast(org.springframework.http.codec.HttpMessageReader)	0.05444444444	0.01095123067
org.springframework.web.reactive.function.client.DefaultWebClient.access$100(org.springframework.web.reactive.function.client.DefaultWebClient)	0.05412698413	0.0158999771
org.springframework.web.util.HierarchicalUriComponents.getPort()	0.05253968254	0.006659103798
reactor.ipc.netty.options.NettyOptions.getLoopResources()	0.0519047619	0.01355261854
reactor.ipc.netty.resources.ColocatedEventLoopGroup.next()	0.05031746032	0.01126425079
reactor.ipc.netty.options.ClientOptions.useProxy(java.lang.String)	0.05	0.006424160744
org.springframework.core.ResolvableType.forClass(java.lang.Class)	0.04857142857	0.07584146252
org.springframework.web.reactive.function.client.DefaultClientRequestBuilder$BodyInserterRequest.method()	0.04825396825	0.01016368927
reactor.ipc.netty.http.client.HttpClientOptions.formatSchemeAndHost(java.lang.String,boolean)	0.04761904762	0.009712418121
org.springframework.web.reactive.function.client.ExchangeFunctions$DefaultExchangeFunction.lambda$exchange$2(long)	0.04682539683	0.008512436621
org.springframework.web.reactive.function.client.DefaultClientResponse$1.hints()	0.04682539683	0.01832903818
org.springframework.web.reactive.function.client.DefaultWebClient.access$400(org.springframework.web.reactive.function.client.DefaultWebClient)	0.04682539683	0.01412252471
org.springframework.http.HttpStatus$Series.values()	0.04650793651	0.009784784132
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.04634920635	0.007827827305
org.springframework.core.io.buffer.DataBufferUtils.lambda$join$16(java.util.List)	0.04634920635	0.00964473494
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.04603174603	0.01374826772
reactor.ipc.netty.http.client.MonoHttpClientResponse$ReconnectableBridge.accept(io.netty.channel.Channel)	0.04603174603	0.008826310333
org.springframework.http.client.reactive.ReactorClientHttpResponse.getRawStatusCode()	0.04587301587	0.008662072159
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.04587301587	0.009021125231
reactor.ipc.netty.channel.ContextHandler.onPipeline(java.util.function.BiConsumer)	0.04555555556	0.00868821091
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.04555555556	0.01366001903
org.springframework.http.HttpStatus.values()	0.0453968254	0.008696906369
org.springframework.web.util.UriComponents.expandUriComponent(java.lang.String,org.springframework.web.util.UriComponents$UriTemplateVariables,java.util.function.UnaryOperator)	0.0446031746	0.00922821705
org.springframework.util.CollectionUtils$MultiValueMapAdapter.size()	0.04444444444	0.01178885373
org.springframework.core.ResolvableType.resolve(java.lang.Class)	0.04444444444	0.01080531583
reactor.ipc.netty.resources.ColocatedEventLoopGroup.next()	0.04412698413	0.008093681768
org.springframework.util.CollectionUtils.isEmpty(java.util.Map)	0.04365079365	0.01158838873
reactor.ipc.netty.resources.DefaultPoolResources$SocketAddressHolder.hashCode()	0.04333333333	0.009085135252
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.04317460317	0.01095813054
org.springframework.web.util.HierarchicalUriComponents$FullPathComponent.getPath()	0.04301587302	0.00726699882
reactor.ipc.netty.options.NettyOptions.afterNettyContextInit()	0.04301587302	0.006077520546
org.springframework.http.HttpHeaders.lambda$add$5(java.lang.String)	0.04301587302	0.00726699882
org.springframework.web.util.HierarchicalUriComponents.getHostType()	0.0426984127	0.01057195289
org.springframework.web.util.UriComponents.getFragment()	0.04253968254	0.0114042952
org.springframework.http.HttpStatus.access$000(org.springframework.http.HttpStatus)	0.04238095238	0.01550363866
org.springframework.web.reactive.function.client.DefaultClientResponse.access$100(org.springframework.web.reactive.function.client.DefaultClientResponse)	0.04206349206	0.006704353042
org.springframework.web.reactive.function.client.DefaultClientResponse$1.serverResponse()	0.04206349206	0.008757532841
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0419047619	0.009571310115
org.springframework.util.LinkedMultiValueMap.values()	0.04174603175	0.005784402272
org.springframework.core.io.buffer.NettyDataBuffer.factory()	0.04126984127	0.01161444961
org.springframework.util.StringUtils.isEmpty(java.lang.Object)	0.04079365079	0.005718693186
org.springframework.http.client.reactive.AbstractClientHttpRequest.getCookies()	0.04031746032	0.0437876642
org.springframework.util.LinkedCaseInsensitiveMap.entrySet()	0.04	0.009920317455
org.springframework.core.ResolvableType.forTypes(java.lang.reflect.Type[],org.springframework.core.ResolvableType$VariableResolver)	0.03984126984	0.01786119883
reactor.ipc.netty.http.client.HttpClientOptions.acceptGzip()	0.03936507937	0.009573942127
org.springframework.web.reactive.function.client.DefaultWebClient.access$200()	0.03904761905	0.007284313591
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.03841269841	0.01262478656
reactor.ipc.netty.options.ClientOptions.getPoolResources()	0.0380952381	0.00638876565
org.springframework.web.util.HierarchicalUriComponents$FullPathComponent.getPath()	0.03793650794	0.008757532841
org.springframework.web.reactive.function.client.DefaultWebClient.access$500(org.springframework.web.reactive.function.client.DefaultWebClient)	0.03777777778	0.009334089161
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03777777778	0.009334089161
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03761904762	0.01122840583
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.03746031746	0.008158791921
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0373015873	0.006947958295
org.springframework.util.CollectionUtils.isEmpty(java.util.Map)	0.03682539683	0.00887754378
reactor.ipc.netty.options.NettyOptions.preferNative()	0.03650793651	0.009454776261
reactor.ipc.netty.options.NettyOptions.sslContext()	0.03634920635	0.00964473494
org.springframework.web.util.UriComponents.expandUriComponent(java.lang.String,org.springframework.web.util.UriComponents$UriTemplateVariables,java.util.function.UnaryOperator)	0.03619047619	0.007853534525
org.springframework.web.util.HierarchicalUriComponents$Type.isDigit(int)	0.03619047619	0.008624176322
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03603174603	0.008269216684
reactor.ipc.netty.options.ClientOptions.useDatagramChannel()	0.03603174603	0.007671775221
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03587301587	0.01048580607
org.springframework.web.reactive.function.client.DefaultWebClient.access$300(org.springframework.web.reactive.function.client.DefaultWebClient)	0.03571428571	0.009035079029
org.springframework.http.client.reactive.AbstractClientHttpRequest.getHeaders()	0.03571428571	0.009712418121
org.springframework.util.ObjectUtils.nullSafeEquals(java.lang.Object,java.lang.Object)	0.03571428571	0.01164478025
org.springframework.util.MimeType.getParameter(java.lang.String)	0.03571428571	0.006834619093
org.springframework.util.LinkedMultiValueMap.size()	0.03555555556	0.00729813583
org.springframework.util.Assert.state(boolean,java.lang.String)	0.03555555556	0.00868821091
org.springframework.web.util.UriComponents.expandUriComponent(java.lang.String,org.springframework.web.util.UriComponents$UriTemplateVariables,java.util.function.UnaryOperator)	0.03555555556	0.0153040899
org.springframework.util.LinkedMultiValueMap.entrySet()	0.03555555556	0.008503552531
org.springframework.http.HttpHeaders.lambda$add$5(java.lang.String)	0.0353968254	0.008130951413
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03523809524	0.006632565846
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.03523809524	0.007737179433
reactor.ipc.netty.options.NettyOptions.getLoopResources()	0.03507936508	0.009236404143
org.springframework.core.ResolvableType$SyntheticParameterizedType.getRawType()	0.03507936508	0.007740435137
org.springframework.http.HttpHeaders.lambda$add$5(java.lang.String)	0.03507936508	0.007318820243
reactor.ipc.netty.channel.ContextHandler.onPipeline(java.util.function.BiConsumer)	0.03492063492	0.006871384388
org.springframework.util.MimeType.checkToken(java.lang.String)	0.03492063492	0.01139103182
org.springframework.core.SerializableTypeWrapper.forTypeParameters(java.lang.Class)	0.03492063492	0.007532578106
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03476190476	0.008137146424
org.springframework.web.util.HierarchicalUriComponents$Type.isSubDelimiter(int)	0.03476190476	0.01051939144
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0346031746	0.008130951413
reactor.ipc.netty.options.NettyOptions.preferNative()	0.0346031746	0.007730663912
reactor.ipc.netty.resources.ColocatedEventLoopGroup.get()	0.0346031746	0.00887754378
org.springframework.util.CollectionUtils$MultiValueMapAdapter.isEmpty()	0.03444444444	0.01020080572
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03428571429	0.009209085527
org.springframework.web.util.DefaultUriBuilderFactory.access$000(org.springframework.web.util.DefaultUriBuilderFactory)	0.03412698413	0.006816162081
reactor.ipc.netty.resources.DefaultLoopEpoll.hasEpoll()	0.03412698413	0.007482237301
org.springframework.util.LinkedCaseInsensitiveMap.entrySet()	0.03412698413	0.007482237301
org.springframework.core.ResolvableType.getRawClass()	0.03412698413	0.008093681768
org.springframework.util.LinkedCaseInsensitiveMap.removeEldestEntry(java.util.Map$Entry)	0.03396825397	0.005784402272
reactor.ipc.netty.resources.DefaultLoopKQueue.hasKQueue()	0.03380952381	0.008984743935
org.springframework.web.util.UriComponents.getScheme()	0.03365079365	0.01043522534
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.03365079365	0.005718693186
org.springframework.web.util.UriComponents.getFragment()	0.03349206349	0.008195765488
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03349206349	0.005951851828
org.springframework.web.reactive.function.client.DefaultClientRequestBuilder$BodyInserterRequest.url()	0.03349206349	0.007380525675
org.springframework.util.LinkedCaseInsensitiveMap.isEmpty()	0.03349206349	0.006212820886
org.springframework.util.LinkedCaseInsensitiveMap.removeEldestEntry(java.util.Map$Entry)	0.03349206349	0.008757532841
org.springframework.web.util.DefaultUriBuilderFactory.access$300(org.springframework.web.util.DefaultUriBuilderFactory)	0.03333333333	0.005909368403
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03333333333	0.006900655593
org.springframework.util.MimeType.checkToken(java.lang.String)	0.03333333333	0.01447493729
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.03333333333	0.005909368403
org.springframework.util.MimeType.checkToken(java.lang.String)	0.03333333333	0.006900655593
org.springframework.util.MimeType.getType()	0.03317460317	0.007522536896
org.springframework.web.util.UriComponents.getScheme()	0.03317460317	0.00612706637
org.springframework.util.LinkedCaseInsensitiveMap.size()	0.03317460317	0.007730663912
